experiment	feature_set	domain	class	precision_mean	precision_std	recall_mean	recall_std	f1_mean	f1_std
multiclass_domain	structure	cnn_news	gemma2_9b	0.3848778713093667	0.015301567987078143	0.35914291993083663	0.02752122396897507	0.3711581846941596	0.019169641549579102
multiclass_domain	structure	cnn_news	gpt-4o-mini	0.42888970411183847	0.01787735556532144	0.3301947151840654	0.023503523518934352	0.37263807839269547	0.017912696985699753
multiclass_domain	structure	cnn_news	human	0.4646108583808548	0.012510257670270801	0.6020294765414449	0.018731641122592506	0.5243732512337119	0.013354222137179565
multiclass_domain	structure	euro_court_cases	gemma2_9b	0.44999621176086085	0.09232491567295605	0.06192660550458716	0.017849527551584983	0.10806247859884896	0.028469260233331323
multiclass_domain	structure	euro_court_cases	gpt-4o-mini	0.6094369184913202	0.018503931429759278	0.7943577981651376	0.026428161836359015	0.689429386323457	0.016493296350632344
multiclass_domain	structure	euro_court_cases	human	0.5032599440661598	0.01509443470805004	0.7827522935779817	0.029509442931449085	0.6124203154269758	0.016683334892458178
multiclass_domain	structure	house_of_commons	gemma2_9b	0.38614086274373294	0.03425591504532082	0.3451190476190476	0.15449395440838162	0.3452407339632071	0.11270758687947646
multiclass_domain	structure	house_of_commons	gpt-4o-mini	0.3817778144324377	0.06412106291186584	0.23973214285714284	0.15302551957967042	0.2690671822221658	0.12286065005689599
multiclass_domain	structure	house_of_commons	human	0.4783246592541549	0.013470193799955362	0.7155654761904762	0.026590447871170157	0.5732347670438543	0.016024443967238795
multiclass_domain	structure	student_essays	gemma2_9b	0.4233536909303696	0.008610124969712585	0.6353310104529617	0.026641863597715143	0.5078833946600738	0.011334012657520869
multiclass_domain	structure	student_essays	gpt-4o-mini	0.38616111779213746	0.0694796702704208	0.05555168408826946	0.03038235491734546	0.09465705328218062	0.0450403002650316
multiclass_domain	structure	student_essays	human	0.536420168329529	0.010587407837480673	0.7271196283391406	0.016679914769274187	0.6172988297717111	0.010969958215011155
multiclass_domain	syntax	arxiv_papers	gemma2_9b	0.951799373572925	0.014716787318997863	0.9417021276595744	0.017729206916355537	0.9465833355933989	0.011510270680969159
multiclass_domain	syntax	arxiv_papers	gpt-4o-mini	0.9439397154365227	0.016590712457398914	0.9470212765957448	0.015748688217430844	0.9453455522612407	0.011640037769860783
multiclass_domain	syntax	arxiv_papers	human	0.9873831683214749	0.007701182887235866	0.9940425531914893	0.005198502835667634	0.9906784664985318	0.00449858116164672
multiclass_domain	syntax	blog_authorship_corpus	gemma2_9b	0.6149153546570427	0.023028508696220064	0.5534915392272193	0.028704151296598417	0.5820754564338887	0.020304861845816008
multiclass_domain	syntax	blog_authorship_corpus	gpt-4o-mini	0.5933994575375571	0.02377124802642299	0.6161222212167828	0.029458905174037535	0.6041063768382796	0.02098779077628726
multiclass_domain	syntax	blog_authorship_corpus	human	0.7240912164612598	0.022344941864957973	0.7664867432811511	0.02841358447805757	0.744312598239825	0.019163710244362885
multiclass_domain	syntax	cnn_news	gemma2_9b	0.8844128345155257	0.011714668309977644	0.8637876365638555	0.012842209416953167	0.8738909711933789	0.008619283388899694
multiclass_domain	syntax	cnn_news	gpt-4o-mini	0.8764511535458418	0.01095416281382812	0.8861576171478802	0.011747913586472557	0.8812088069494312	0.008209338984107294
multiclass_domain	syntax	cnn_news	human	0.9366841755919988	0.00881825373633245	0.9477605218164079	0.008986028425660922	0.9421453095126187	0.0060842443971130976
multiclass_domain	syntax	euro_court_cases	gemma2_9b	0.9560697829820712	0.013519866004144648	0.9542201834862385	0.012726002249325803	0.9550578222655599	0.009451397862538798
multiclass_domain	syntax	euro_court_cases	gpt-4o-mini	0.9502968596305087	0.014078801738531155	0.9429816513761468	0.01532183337991676	0.9465093512548514	0.010314482490499448
multiclass_domain	syntax	euro_court_cases	human	0.9810445216592246	0.009348465998682885	0.99	0.007063792926602074	0.9854670960858891	0.005877351585397204
multiclass_domain	syntax	house_of_commons	gemma2_9b	0.8818769789801074	0.0167028805272176	0.8838988095238095	0.017551369365582676	0.8827614534677625	0.013454361687065314
multiclass_domain	syntax	house_of_commons	gpt-4o-mini	0.8909893427425526	0.013621351972645194	0.878125	0.017361111111111115	0.8843946672759685	0.011875851885752632
multiclass_domain	syntax	house_of_commons	human	0.9552128511895284	0.011000070682759107	0.96625	0.011928937693773721	0.9606279250152987	0.007898967975428115
multiclass_domain	syntax	student_essays	gemma2_9b	0.8144421484909852	0.012095880618777737	0.8145644599303137	0.014307030081908003	0.8144198197720054	0.010330875972085766
multiclass_domain	syntax	student_essays	gpt-4o-mini	0.8038567089274921	0.013627543546943599	0.7909756097560975	0.014023493030166763	0.7972657645856762	0.010594713253541747
multiclass_domain	syntax	student_essays	human	0.9264428709652939	0.00774641484621216	0.9407200929152149	0.007265242099489608	0.9334964954408629	0.0052694324988118895
